	Chromosome	Start	Strand	Gene	Transcript_type
179070	chr15	59657515	-1	GTF2A2	protein_coding
179072	chr15	59657520	-1	GTF2A2	protein_coding
179073	chr15	59657514	-1	GTF2A2	protein_coding
179074	chr15	59657479	-1	GTF2A2	protein_coding
179076	chr15	59657521	-1	GTF2A2	protein_coding
179080	chr11	75351661	-1	ARRB1	protein_coding
179081	chr11	75351705	-1	ARRB1	protein_coding
179082	chr11	75278699	-1	ARRB1	protein_coding
179085	chr11	75306709	-1	ARRB1	protein_coding
179096	chr12	6970664	-1	PHB2	protein_coding
179097	chr12	6970753	-1	PHB2	protein_coding
179100	chr12	6970723	-1	PHB2	protein_coding
179102	chr12	6970751	-1	PHB2	protein_coding
179103	chr12	6970649	-1	PHB2	protein_coding
179104	chr12	6967962	-1	PHB2	protein_coding
179108	chr12	6970780	-1	PHB2	protein_coding
179109	chr12	6970667	-1	PHB2	protein_coding
179116	chr4	82373991	-1	HNRNPD	protein_coding
179118	chr4	82373986	-1	HNRNPD	protein_coding
179119	chr4	82373999	-1	HNRNPD	protein_coding
179120	chr4	82374175	-1	HNRNPD	protein_coding
179121	chr4	82374185	-1	HNRNPD	protein_coding
179123	chr4	82373983	-1	HNRNPD	protein_coding
179125	chr4	82374144	-1	HNRNPD	protein_coding
179128	chr4	82374161	-1	HNRNPD	protein_coding
179130	chr4	82373150	-1	HNRNPD	protein_coding
179131	chr4	82374503	-1	HNRNPD	protein_coding
179132	chr4	82373985	-1	HNRNPD	protein_coding
179135	chr7	64207203	1	ZNF735	protein_coding
179136	chr7	22725884	1	IL6	protein_coding
179137	chr7	22727147	1	IL6	protein_coding
179139	chr7	22727200	1	IL6	protein_coding
179140	chr7	22727214	1	IL6	protein_coding
179141	chr7	22727224	1	IL6	protein_coding
179142	chr7	22727240	1	IL6	protein_coding
179144	chr1	161132667	-1	DEDD	protein_coding
179145	chr1	161132466	-1	DEDD	protein_coding
179146	chr1	161132688	-1	DEDD	protein_coding
179149	chr1	161130837	-1	DEDD	protein_coding
179150	chr1	161132588	-1	DEDD	protein_coding
179161	chr7	100889715	-1	UFSP1	protein_coding
179164	chr15	40565011	-1	CCDC32	protein_coding
179166	chr15	40564992	-1	CCDC32	protein_coding
179168	chr15	40565054	-1	CCDC32	protein_coding
179169	chr15	40565042	-1	CCDC32	protein_coding
179170	chr15	40565052	-1	CCDC32	protein_coding
179171	chr15	40564980	-1	CCDC32	protein_coding
179172	chr15	40565019	-1	CCDC32	protein_coding
179173	chr15	40565014	-1	CCDC32	protein_coding
179182	chr7	43650296	-1	COA1	protein_coding
179183	chr7	43729489	-1	COA1	protein_coding
179184	chr7	43729523	-1	COA1	protein_coding
179185	chr7	43729505	-1	COA1	protein_coding
179186	chr7	43729474	-1	COA1	protein_coding
179187	chr7	43729483	-1	COA1	protein_coding
179191	chr7	43729497	-1	COA1	protein_coding
179194	chr12	104138210	-1	NFYB	protein_coding
179195	chr12	104138241	-1	NFYB	protein_coding
179196	chr12	104138017	-1	NFYB	protein_coding
179199	chr19	2163933	1	DOT1L	protein_coding
179200	chr19	2164185	1	DOT1L	protein_coding
179203	chr19	2213590	1	DOT1L	protein_coding
179206	chr19	2222530	1	DOT1L	protein_coding
179207	chr10	35090595	-1	CUL2	protein_coding
179208	chr10	35071339	-1	CUL2	protein_coding
179209	chr10	35074281	-1	CUL2	protein_coding
179210	chr10	35090331	-1	CUL2	protein_coding
179211	chr10	35090341	-1	CUL2	protein_coding
179212	chr10	35090364	-1	CUL2	protein_coding
179213	chr10	35090642	-1	CUL2	protein_coding
179214	chr10	35090363	-1	CUL2	protein_coding
179215	chr10	35090315	-1	CUL2	protein_coding
179216	chr10	35090349	-1	CUL2	protein_coding
179222	chr10	35090352	-1	CUL2	protein_coding
179226	chr10	35090344	-1	CUL2	protein_coding
179231	chr10	35090237	-1	CUL2	protein_coding
179232	chr10	35090591	-1	CUL2	protein_coding
179236	chr10	35074330	-1	CUL2	protein_coding
179245	chr10	35073914	-1	CUL2	protein_coding
179248	chr10	35090333	-1	CUL2	protein_coding
179249	chr10	35126641	-1	CUL2	protein_coding
179250	chr10	35127000	-1	CUL2	protein_coding
179251	chr10	35127006	-1	CUL2	protein_coding
179252	chr10	35074259	-1	CUL2	protein_coding
179256	chr1	206023909	-1	CTSE	protein_coding
179257	chr1	206023895	-1	CTSE	protein_coding
179260	chr1	206023838	-1	CTSE	protein_coding
179262	chr19	2236272	-1	PLEKHJ1	protein_coding
179263	chr19	2236326	-1	PLEKHJ1	protein_coding
179264	chr19	2236294	-1	PLEKHJ1	protein_coding
179265	chr19	2236329	-1	PLEKHJ1	protein_coding
179267	chr19	2237704	-1	PLEKHJ1	protein_coding
179271	chr19	2236298	-1	PLEKHJ1	protein_coding
179279	chr12	104303739	1	EID3	protein_coding
179281	chr12	116738291	1	RNFT2	protein_coding
179282	chr12	116738315	1	RNFT2	protein_coding
179285	chr12	116759935	1	RNFT2	protein_coding
179290	chr7	48088628	1	UPP1	protein_coding
179291	chr7	48088644	1	UPP1	protein_coding
179292	chr7	48088661	1	UPP1	protein_coding
179295	chr7	48089265	1	UPP1	protein_coding
179301	chr16	31873807	1	ZNF267	protein_coding
179304	chr16	31874066	1	ZNF267	protein_coding
179307	chr15	40569299	1	RPUSD2	protein_coding
179308	chr15	40569332	1	RPUSD2	protein_coding
179309	chr15	40569437	1	RPUSD2	protein_coding
179311	chr15	40594020	1	KNL1	protein_coding
179312	chr15	40594034	1	KNL1	protein_coding
179314	chr15	40594249	1	KNL1	protein_coding
179318	chr15	40628074	1	KNL1	protein_coding
179325	chr11	75430191	-1	KLHL35	protein_coding
179326	chr11	75433203	-1	KLHL35	protein_coding
179334	chr1	226940286	1	COQ8A	protein_coding
179336	chr1	226940294	1	COQ8A	protein_coding
179343	chr19	2236824	1	SF3A2	protein_coding
179347	chr19	2237794	1	SF3A2	protein_coding
179352	chr12	65824460	1	HMGA2	protein_coding
179353	chr12	65824483	1	HMGA2	protein_coding
179355	chr12	65824898	1	HMGA2	protein_coding
179356	chr12	65825123	1	HMGA2	protein_coding
179367	chr11	126063292	-1	CDON	protein_coding
179368	chr11	126063335	-1	CDON	protein_coding
179369	chr11	126062866	-1	CDON	protein_coding
179394	chr16	2786707	-1	PRSS33	protein_coding
179395	chr16	2786841	-1	PRSS33	protein_coding
179396	chr16	2787948	-1	PRSS33	protein_coding
179397	chr16	2786605	-1	PRSS33	protein_coding
179398	chr16	2787560	-1	PRSS33	protein_coding
179400	chr19	2249323	1	AMH	protein_coding
179402	chr16	53054991	1	CHD9	protein_coding
179403	chr16	53055033	1	CHD9	protein_coding
179405	chr16	53099160	1	CHD9	protein_coding
179407	chr16	53130921	1	CHD9	protein_coding
179408	chr16	53131134	1	CHD9	protein_coding
179409	chr16	53156003	1	CHD9	protein_coding
179410	chr16	53156006	1	CHD9	protein_coding
179412	chr16	53207989	1	CHD9	protein_coding
179414	chr16	53208451	1	CHD9	protein_coding
179431	chr19	39776595	1	LEUTX	protein_coding
179432	chr19	39778854	1	LEUTX	protein_coding
179434	chr2	201790461	1	CDK15	protein_coding
179436	chr2	201806375	1	CDK15	protein_coding
179437	chr2	201806537	1	CDK15	protein_coding
179439	chr2	201806579	1	CDK15	protein_coding
179440	chr2	201806621	1	CDK15	protein_coding
179446	chr15	72231190	-1	PKM	protein_coding
179448	chr15	72231386	-1	PKM	protein_coding
179449	chr15	72231128	-1	PKM	protein_coding
179450	chr15	72231171	-1	PKM	protein_coding
179453	chr15	72231113	-1	PKM	protein_coding
179454	chr15	72229722	-1	PKM	protein_coding
179455	chr15	72228676	-1	PKM	protein_coding
179463	chr15	72219425	-1	PKM	protein_coding
179464	chr15	72222531	-1	PKM	protein_coding
179465	chr15	72231680	-1	PKM	protein_coding
179467	chr15	72231624	-1	PKM	protein_coding
179468	chr15	72231819	-1	PKM	protein_coding
179469	chr19	39840441	-1	FBL	protein_coding
179470	chr19	39846379	-1	FBL	protein_coding
179473	chr19	39840722	-1	FBL	protein_coding
179474	chr19	39846357	-1	FBL	protein_coding
179475	chr19	39846342	-1	FBL	protein_coding
179476	chr19	39846347	-1	FBL	protein_coding
179478	chr19	39846329	-1	FBL	protein_coding
179479	chr1	38991276	1	AKIRIN1	protein_coding
179480	chr1	38991288	1	AKIRIN1	protein_coding
179481	chr1	38991496	1	AKIRIN1	protein_coding
179488	chr12	70243002	1	CNOT2	protein_coding
179489	chr12	70243030	1	CNOT2	protein_coding
179491	chr12	70243412	1	CNOT2	protein_coding
179494	chr12	70243424	1	CNOT2	protein_coding
179496	chr12	70243433	1	CNOT2	protein_coding
179499	chr12	70243442	1	CNOT2	protein_coding
179504	chr12	70243714	1	CNOT2	protein_coding
179505	chr12	70243748	1	CNOT2	protein_coding
179506	chr12	70243751	1	CNOT2	protein_coding
179507	chr12	70278132	1	CNOT2	protein_coding
179509	chr12	70310963	1	CNOT2	protein_coding
179513	chr12	70334435	1	CNOT2	protein_coding
179515	chr12	70337483	1	CNOT2	protein_coding
179518	chr12	70338766	1	CNOT2	protein_coding
179522	chr12	70342269	1	CNOT2	protein_coding
179528	chr1	39026318	1	NDUFS5	protein_coding
179529	chr1	39026350	1	NDUFS5	protein_coding
179532	chr7	33904911	1	BMPER	protein_coding
179537	chr7	33905539	1	BMPER	protein_coding
179539	chr7	33905545	1	BMPER	protein_coding
179542	chr7	33905584	1	BMPER	protein_coding
179545	chr7	33905817	1	BMPER	protein_coding
179551	chr7	33906882	1	BMPER	protein_coding
179563	chr4	82430225	-1	HNRNPDL	protein_coding
179564	chr4	82430462	-1	HNRNPDL	protein_coding
179565	chr4	82429397	-1	HNRNPDL	protein_coding
179566	chr4	82429441	-1	HNRNPDL	protein_coding
179570	chr4	82430399	-1	HNRNPDL	protein_coding
179579	chr3	50267558	1	SEMA3B	protein_coding
179580	chr3	50267608	1	SEMA3B	protein_coding
179582	chr3	50269147	1	SEMA3B	protein_coding
179584	chr3	50269169	1	SEMA3B	protein_coding
179585	chr3	50269214	1	SEMA3B	protein_coding
179587	chr3	50273119	1	SEMA3B	protein_coding
179591	chr3	50273160	1	SEMA3B	protein_coding
179597	chr1	110963922	-1	LRIF1	protein_coding
179598	chr1	110952961	-1	LRIF1	protein_coding
179599	chr1	110963965	-1	LRIF1	protein_coding
179605	chr1	111200646	-1	DENND2D	protein_coding
179607	chr1	111204409	-1	DENND2D	protein_coding
179613	chr19	12064731	1	ZNF844	protein_coding
179614	chr19	12064810	1	ZNF844	protein_coding
179615	chr19	19320829	1	MAU2	protein_coding
179616	chr19	19320986	1	MAU2	protein_coding
179619	chr19	19337206	1	MAU2	protein_coding
179640	chr5	66139971	1	SREK1	protein_coding
179641	chr5	66144218	1	SREK1	protein_coding
179643	chr5	66144300	1	SREK1	protein_coding
179647	chr5	66144835	1	SREK1	protein_coding
179655	chr2	201780933	-1	ALS2	protein_coding
179660	chr2	201782112	-1	ALS2	protein_coding
179663	chr2	201739205	-1	ALS2	protein_coding
179664	chr2	201769143	-1	ALS2	protein_coding
179665	chr2	201769812	-1	ALS2	protein_coding
179670	chr2	201781158	-1	ALS2	protein_coding
179675	chr2	201780956	-1	ALS2	protein_coding
179676	chr2	201780878	-1	ALS2	protein_coding
179680	chr2	201769162	-1	ALS2	protein_coding
179681	chr2	201769828	-1	ALS2	protein_coding
179684	chr2	201769826	-1	ALS2	protein_coding
179686	chr2	201780900	-1	ALS2	protein_coding
179687	chr2	201769150	-1	ALS2	protein_coding
179688	chr2	201780905	-1	ALS2	protein_coding
179690	chr2	201780951	-1	ALS2	protein_coding
179692	chr11	17077667	-1	RPS13	protein_coding
179695	chr11	17077666	-1	RPS13	protein_coding
179698	chr11	17077647	-1	RPS13	protein_coding
179702	chr1	111200771	1	CHI3L2	protein_coding
179703	chr1	111227016	1	CHI3L2	protein_coding
179704	chr1	111227068	1	CHI3L2	protein_coding
179705	chr1	111227610	1	CHI3L2	protein_coding
179706	chr1	111227678	1	CHI3L2	protein_coding
179707	chr1	111227713	1	CHI3L2	protein_coding
179708	chr1	111229692	1	CHI3L2	protein_coding
179709	chr1	111229706	1	CHI3L2	protein_coding
179710	chr1	111229753	1	CHI3L2	protein_coding
179711	chr1	111229757	1	CHI3L2	protein_coding
179714	chr1	111229820	1	CHI3L2	protein_coding
179715	chr1	111230766	1	CHI3L2	protein_coding
179716	chr1	111235016	1	CHI3L2	protein_coding
179717	chr1	111238927	1	CHI3L2	protein_coding
179722	chr7	150405146	1		protein_coding
179723	chr7	150405442	1		protein_coding
179724	chr7	150405676	1		protein_coding
179726	chr19	12052961	-1	ZNF878	protein_coding
179728	chr19	7030578	1	MBD3L5	protein_coding
179729	chr7	94394895	1	COL1A2	protein_coding
179741	chr19	7040179	-1	MBD3L4	protein_coding
179742	chr19	7049321	1	MBD3L2	protein_coding
179747	chr19	7069703	1	ZNF557	protein_coding
179748	chr19	7069705	1	ZNF557	protein_coding
179750	chr11	17169741	-1	PIK3C2A	protein_coding
179751	chr11	17207986	-1	PIK3C2A	protein_coding
179753	chr11	17207950	-1	PIK3C2A	protein_coding
179756	chr3	50279087	1	LSMEM2	protein_coding
179757	chr4	186208979	1		protein_coding
179758	chr3	50298859	-1	HYAL3	protein_coding
179759	chr3	50298831	-1	HYAL3	protein_coding
179760	chr3	50299405	-1	HYAL3	protein_coding
179761	chr3	50299401	-1	HYAL3	protein_coding
179762	chr3	50299232	-1	HYAL3	protein_coding
179763	chr3	50295773	-1	HYAL3	protein_coding
179764	chr19	46636202	-1	GNG8	protein_coding
179765	chr19	46636541	-1	GNG8	protein_coding
179767	chr19	21505602	1	ZNF429	protein_coding
179769	chr19	21505604	1	ZNF429	protein_coding
179773	chr19	21541764	1	ZNF429	protein_coding
179777	chr5	62306162	1	KIF2A	protein_coding
179779	chr5	62306206	1	KIF2A	protein_coding
179780	chr5	62306251	1	KIF2A	protein_coding
179781	chr5	62306452	1	KIF2A	protein_coding
179782	chr5	62306928	1	KIF2A	protein_coding
179783	chr5	62308309	1	KIF2A	protein_coding
179784	chr5	62311813	1	KIF2A	protein_coding
179785	chr5	62347147	1	KIF2A	protein_coding
179787	chr5	62361306	1	KIF2A	protein_coding
179791	chr19	22010949	-1	ZNF208	protein_coding
179792	chr19	22010943	-1	ZNF208	protein_coding
179793	chr19	21988908	-1	ZNF208	protein_coding
179794	chr19	22010919	-1	ZNF208	protein_coding
179795	chr4	186226438	1	KLKB1	protein_coding
179796	chr4	186227507	1	KLKB1	protein_coding
179797	chr4	186227518	1	KLKB1	protein_coding
179801	chr19	17215357	1	USE1	protein_coding
179803	chr19	17215388	1	USE1	protein_coding
179804	chr19	17215390	1	USE1	protein_coding
179807	chr19	17215720	1	USE1	protein_coding
179809	chr3	50299405	-1	NAA80	protein_coding
179810	chr3	50299416	-1	NAA80	protein_coding
179811	chr3	50298859	-1	NAA80	protein_coding
179812	chr3	50299400	-1	NAA80	protein_coding
179813	chr3	50299117	-1	NAA80	protein_coding
179814	chr3	50298889	-1	NAA80	protein_coding
179818	chr11	64230278	1	DNAJC4	protein_coding
179819	chr11	64230548	1	DNAJC4	protein_coding
179820	chr11	64230567	1	DNAJC4	protein_coding
179822	chr11	64230758	1	DNAJC4	protein_coding
179826	chr11	64231892	1	DNAJC4	protein_coding
179841	chr16	75536108	-1	CHST5	protein_coding
179842	chr16	75535247	-1	CHST5	protein_coding
179844	chr3	186567403	1	DNAJB11	protein_coding
179847	chr3	186570720	1	DNAJB11	protein_coding
179854	chr16	29899064	-1	SEZ6L2	protein_coding
179855	chr16	29899090	-1	SEZ6L2	protein_coding
179856	chr16	29899547	-1	SEZ6L2	protein_coding
179857	chr16	29899264	-1	SEZ6L2	protein_coding
179858	chr16	29899550	-1	SEZ6L2	protein_coding
179859	chr16	29888593	-1	SEZ6L2	protein_coding
179862	chr16	29899109	-1	SEZ6L2	protein_coding
179868	chr15	22458903	1	GOLGA6L22	protein_coding
179869	chr15	75724041	1	ODF3L1	protein_coding
179872	chr4	127730400	1	SLC25A31	protein_coding
179875	chr10	13348293	-1	SEPHS1	protein_coding
179876	chr10	13348298	-1	SEPHS1	protein_coding
179877	chr10	13348280	-1	SEPHS1	protein_coding
179878	chr10	13347358	-1	SEPHS1	protein_coding
179879	chr10	13340790	-1	SEPHS1	protein_coding
179885	chr3	12484421	1	TSEN2	protein_coding
179888	chr3	12484435	1	TSEN2	protein_coding
179889	chr3	12484443	1	TSEN2	protein_coding
179890	chr3	12484480	1	TSEN2	protein_coding
179891	chr3	12484491	1	TSEN2	protein_coding
179893	chr3	12484497	1	TSEN2	protein_coding
179894	chr3	12484505	1	TSEN2	protein_coding
179895	chr3	12484511	1	TSEN2	protein_coding
179897	chr3	12484527	1	TSEN2	protein_coding
179901	chr3	12484563	1	TSEN2	protein_coding
179903	chr3	12484605	1	TSEN2	protein_coding
179904	chr3	12489801	1	TSEN2	protein_coding
179908	chr19	1177558	1	STK11	protein_coding
179909	chr19	1206186	1	STK11	protein_coding
179910	chr19	1205778	1	STK11	protein_coding
179913	chr19	1206869	1	STK11	protein_coding
179916	chr19	1223148	1	STK11	protein_coding
179918	chr1	111140093	-1	DRAM2	protein_coding
179919	chr1	111140040	-1	DRAM2	protein_coding
179920	chr1	111140203	-1	DRAM2	protein_coding
179928	chr15	75843307	1	UBE2Q2	protein_coding
179929	chr15	75843447	1	UBE2Q2	protein_coding
179931	chr15	75844044	1	UBE2Q2	protein_coding
179933	chr15	75859940	1	UBE2Q2	protein_coding
179936	chr4	127781821	1	HSPA4L	protein_coding
179937	chr4	127782322	1	HSPA4L	protein_coding
179938	chr4	127783549	1	HSPA4L	protein_coding
179940	chr11	57712215	-1	MED19	protein_coding
179951	chr11	118527474	1	TTC36	protein_coding
179956	chr1	154486044	-1	SHE	protein_coding
179957	chr1	154489166	-1	SHE	protein_coding
179958	chr1	154502412	-1	SHE	protein_coding
179961	chr10	13502976	-1	BEND7	protein_coding
179963	chr10	13499823	-1	BEND7	protein_coding
179964	chr10	13481073	-1	BEND7	protein_coding
179965	chr10	13529014	-1	BEND7	protein_coding
179967	chr10	13526171	-1	BEND7	protein_coding
179968	chr10	13502945	-1	BEND7	protein_coding
179969	chr10	13499959	-1	BEND7	protein_coding
179970	chr10	13452637	-1	BEND7	protein_coding
179971	chr10	13480976	-1	BEND7	protein_coding
179973	chr11	118531041	1	TMEM25	protein_coding
179974	chr11	118531088	1	TMEM25	protein_coding
179978	chr11	118531192	1	TMEM25	protein_coding
179979	chr11	118531199	1	TMEM25	protein_coding
179982	chr11	118531202	1	TMEM25	protein_coding
179985	chr11	118531358	1	TMEM25	protein_coding
179986	chr11	118531390	1	TMEM25	protein_coding
179988	chr11	118531496	1	TMEM25	protein_coding
179991	chr11	118533032	1	TMEM25	protein_coding
179993	chr7	94509219	1	CASD1	protein_coding
179994	chr7	94509809	1	CASD1	protein_coding
180004	chr1	20177424	-1	PLA2G2C	protein_coding
180005	chr1	20186518	-1	PLA2G2C	protein_coding
180007	chr1	20175194	-1	PLA2G2C	protein_coding
180010	chr3	48430086	-1	PLXNB1	protein_coding
180012	chr3	48429463	-1	PLXNB1	protein_coding
180013	chr3	48424611	-1	PLXNB1	protein_coding
180029	chr19	10517447	-1	S1PR5	protein_coding
180030	chr19	10517931	-1	S1PR5	protein_coding
180031	chr19	10517427	-1	S1PR5	protein_coding
180034	chr19	50854915	1	KLK3	protein_coding
180038	chr19	50854921	1	KLK3	protein_coding
180039	chr19	50854930	1	KLK3	protein_coding
180040	chr19	50854935	1	KLK3	protein_coding
180042	chr19	50854949	1	KLK3	protein_coding
180043	chr19	50854956	1	KLK3	protein_coding
180044	chr19	50854972	1	KLK3	protein_coding
180049	chr1	161314381	1	SDHC	protein_coding
180050	chr1	161314382	1	SDHC	protein_coding
180051	chr1	161314388	1	SDHC	protein_coding
180056	chr15	75903878	1	FBXO22	protein_coding
180059	chr15	75903982	1	FBXO22	protein_coding
180060	chr15	75904125	1	FBXO22	protein_coding
180062	chr15	75932800	1	FBXO22	protein_coding
180064	chr12	6470653	-1	VAMP1	protein_coding
180065	chr12	6470677	-1	VAMP1	protein_coding
180067	chr12	6470645	-1	VAMP1	protein_coding
180072	chr10	77403984	-1	KCNMA1	protein_coding
180073	chr10	77404025	-1	KCNMA1	protein_coding
180074	chr10	77637758	-1	KCNMA1	protein_coding
180075	chr10	77637819	-1	KCNMA1	protein_coding
180076	chr10	77637447	-1	KCNMA1	protein_coding
180077	chr10	77637993	-1	KCNMA1	protein_coding
180078	chr10	77638115	-1	KCNMA1	protein_coding
180079	chr10	77638369	-1	KCNMA1	protein_coding
180080	chr10	77637642	-1	KCNMA1	protein_coding
180081	chr10	77637494	-1	KCNMA1	protein_coding
180082	chr10	77637722	-1	KCNMA1	protein_coding
180083	chr10	77637775	-1	KCNMA1	protein_coding
180090	chr10	77637563	-1	KCNMA1	protein_coding
180092	chr10	77637453	-1	KCNMA1	protein_coding
180093	chr10	77637598	-1	KCNMA1	protein_coding
180094	chr10	77637766	-1	KCNMA1	protein_coding
180099	chr10	77637902	-1	KCNMA1	protein_coding
180100	chr10	77637808	-1	KCNMA1	protein_coding
180101	chr10	77404023	-1	KCNMA1	protein_coding
180102	chr10	77184875	-1	KCNMA1	protein_coding
180103	chr10	77637568	-1	KCNMA1	protein_coding
180104	chr10	77039538	-1	KCNMA1	protein_coding
180106	chr10	77637806	-1	KCNMA1	protein_coding
180108	chr10	77637738	-1	KCNMA1	protein_coding
180110	chr10	77637760	-1	KCNMA1	protein_coding
180111	chr10	77404021	-1	KCNMA1	protein_coding
180116	chr10	77184910	-1	KCNMA1	protein_coding
180117	chr10	77140768	-1	KCNMA1	protein_coding
180118	chr10	77019063	-1	KCNMA1	protein_coding
180119	chr10	77079550	-1	KCNMA1	protein_coding
180121	chr10	77092170	-1	KCNMA1	protein_coding
180124	chr10	77637731	-1	KCNMA1	protein_coding
180125	chr10	77090722	-1	KCNMA1	protein_coding
180130	chr10	77637821	-1	KCNMA1	protein_coding
180131	chr10	77637725	-1	KCNMA1	protein_coding
180132	chr10	77637789	-1	KCNMA1	protein_coding
180136	chr4	127880893	1	PLK4	protein_coding
180138	chr4	127880909	1	PLK4	protein_coding
180139	chr4	127880927	1	PLK4	protein_coding
180140	chr4	127880929	1	PLK4	protein_coding
180141	chr4	127881232	1	PLK4	protein_coding
180144	chr4	127891171	1	PLK4	protein_coding
180146	chr7	66921225	1	TMEM248	protein_coding
180147	chr7	66921232	1	TMEM248	protein_coding
180149	chr7	66921844	1	TMEM248	protein_coding
180150	chr7	66930615	1	TMEM248	protein_coding
180151	chr7	66930624	1	TMEM248	protein_coding
180154	chr1	150876599	-1	ARNT	protein_coding
180156	chr1	150876579	-1	ARNT	protein_coding
180157	chr1	150876708	-1	ARNT	protein_coding
180158	chr1	150876609	-1	ARNT	protein_coding
180169	chr7	27992056	-1	JAZF1	protein_coding
180170	chr7	28180795	-1	JAZF1	protein_coding
180173	chr7	28071684	-1	JAZF1	protein_coding
180174	chr7	27992252	-1	JAZF1	protein_coding
180182	chr15	76012424	-1	NRG4	protein_coding
180188	chr15	76059795	-1	NRG4	protein_coding
180193	chr12	54280193	1	HNRNPA1	protein_coding
180194	chr12	54280663	1	HNRNPA1	protein_coding
180195	chr12	54280691	1	HNRNPA1	protein_coding
180197	chr12	54280704	1	HNRNPA1	protein_coding
180198	chr12	54280726	1	HNRNPA1	protein_coding
180199	chr12	54280748	1	HNRNPA1	protein_coding
180203	chr12	54280763	1	HNRNPA1	protein_coding
180204	chr12	54280775	1	HNRNPA1	protein_coding
180206	chr12	54280780	1	HNRNPA1	protein_coding
180208	chr12	54280872	1	HNRNPA1	protein_coding
180209	chr12	54281006	1	HNRNPA1	protein_coding
180211	chr12	54282394	1	HNRNPA1	protein_coding
180212	chr12	54282573	1	HNRNPA1	protein_coding
180214	chr12	54282800	1	HNRNPA1	protein_coding
180216	chr12	54283079	1	HNRNPA1	protein_coding
180218	chr12	54283812	1	HNRNPA1	protein_coding
180221	chr12	54284258	1	HNRNPA1	protein_coding
180228	chr16	89200121	-1	SLC22A31	protein_coding
180229	chr16	89201651	-1	SLC22A31	protein_coding
180234	chr16	89200537	-1	SLC22A31	protein_coding
180235	chr19	47778677	1	SELENOW	protein_coding
180238	chr19	47778701	1	SELENOW	protein_coding
180239	chr19	47778703	1	SELENOW	protein_coding
180249	chr16	28637654	1	NPIPB8	protein_coding
180250	chr16	28652234	1	NPIPB8	protein_coding
180251	chr16	28638065	1	NPIPB8	protein_coding
180257	chr5	157058476	-1	HAVCR1	protein_coding
180258	chr5	157059116	-1	HAVCR1	protein_coding
180259	chr5	157059119	-1	HAVCR1	protein_coding
180260	chr5	157058396	-1	HAVCR1	protein_coding
180261	chr5	157069396	-1	HAVCR1	protein_coding
180263	chr7	66995586	-1	SBDS	protein_coding
180265	chr7	66995533	-1	SBDS	protein_coding
180270	chr7	66995693	-1	SBDS	protein_coding
180272	chr16	30370934	1	MYL11	protein_coding
180273	chr16	30372318	1	MYL11	protein_coding
180274	chr16	30374802	1	MYL11	protein_coding
180275	chr16	30375820	1	MYL11	protein_coding
180277	chr19	37506939	1	ZNF793	protein_coding
180278	chr19	37506982	1	ZNF793	protein_coding
180279	chr19	37507129	1	ZNF793	protein_coding
180280	chr19	37507140	1	ZNF793	protein_coding
180281	chr19	37507218	1	ZNF793	protein_coding
180282	chr19	37508264	1	ZNF793	protein_coding
180283	chr19	37523405	1	ZNF793	protein_coding
180284	chr19	37532363	1	ZNF793	protein_coding
180287	chr4	127965949	-1	MFSD8	protein_coding
180289	chr4	127965173	-1	MFSD8	protein_coding
180290	chr4	127965322	-1	MFSD8	protein_coding
180299	chr4	127965171	-1	MFSD8	protein_coding
180300	chr4	127965361	-1	MFSD8	protein_coding
180303	chr4	127965984	-1	MFSD8	protein_coding
180304	chr4	127966034	-1	MFSD8	protein_coding
180305	chr4	127965148	-1	MFSD8	protein_coding
180311	chr4	127965164	-1	MFSD8	protein_coding
180312	chr4	127965180	-1	MFSD8	protein_coding
180313	chr4	127965145	-1	MFSD8	protein_coding
180317	chr4	127965230	-1	MFSD8	protein_coding
180323	chr4	127939886	-1	MFSD8	protein_coding
180324	chr4	127949847	-1	MFSD8	protein_coding
180326	chr4	127965153	-1	MFSD8	protein_coding
180329	chr4	127965952	-1	MFSD8	protein_coding
180334	chr4	127965143	-1	MFSD8	protein_coding
180336	chr4	127965938	-1	MFSD8	protein_coding
180338	chr16	71289609	-1	CMTR2	protein_coding
180339	chr16	71289402	-1	CMTR2	protein_coding
180340	chr16	71289715	-1	CMTR2	protein_coding
180341	chr16	71288745	-1	CMTR2	protein_coding
180342	chr16	71289414	-1	CMTR2	protein_coding
180343	chr16	71288696	-1	CMTR2	protein_coding
180344	chr16	71289427	-1	CMTR2	protein_coding
180348	chr7	102551226	1	SPDYE2	protein_coding
180349	chr7	102551232	1	SPDYE2	protein_coding
180350	chr7	102555809	1	SPDYE2	protein_coding
180351	chr19	41262496	1	HNRNPUL1	protein_coding
180352	chr19	41262519	1	HNRNPUL1	protein_coding
180353	chr19	41262530	1	HNRNPUL1	protein_coding
180354	chr19	41262662	1	HNRNPUL1	protein_coding
180355	chr19	41262671	1	HNRNPUL1	protein_coding
180356	chr19	41264372	1	HNRNPUL1	protein_coding
180358	chr19	41264422	1	HNRNPUL1	protein_coding
180359	chr19	41264451	1	HNRNPUL1	protein_coding
180360	chr19	41264847	1	HNRNPUL1	protein_coding
180361	chr19	41265079	1	HNRNPUL1	protein_coding
180363	chr19	41265122	1	HNRNPUL1	protein_coding
180364	chr19	41268078	1	HNRNPUL1	protein_coding
180366	chr19	41272118	1	HNRNPUL1	protein_coding
180373	chr5	34839164	1	TTC23L	protein_coding
